0000003820	0000000001	46.849960	-96.901848	0	0
0000003820	0000000002	46.850060	-96.901558	25	6
0000003820	0000000003	46.850090	-96.901405	37	9
0000003820	0000000004	46.850090	-96.901306	44	11
0000003820	0000000005	46.850048	-96.901207	53	13
0000003820	0000000006	46.849998	-96.901115	62	15
0000003820	0000000007	46.849930	-96.901054	71	17
0000003820	0000000008	46.849819	-96.901016	84	20
0000003820	0000000009	46.849751	-96.901016	91	22
0000003820	0000000010	46.849678	-96.901077	100	24
0000003820	0000000011	46.849548	-96.901199	118	28
0000003820	0000000012	46.849388	-96.901337	138	33
0000003820	0000000013	46.849327	-96.901390	146	35
0000003820	0000000014	46.849239	-96.901428	156	38
0000003820	0000000015	46.848038	-96.901520	290	70
0000003820	0000000016	46.848087	-96.901756	309	72
0000003820	0000000017	46.848198	-96.902084	337	75
0000003820	0000000018	46.848457	-96.902847	401	82
0000003820	0000000019	46.848587	-96.903198	431	86
0000003820	0000000020	46.849018	-96.904388	534	97
0000003820	0000000021	46.849289	-96.905060	593	104
0000003820	0000000022	46.849350	-96.905159	603	105
0000003820	0000000023	46.849419	-96.905258	614	106
0000003820	0000000024	46.849529	-96.905388	629	108
0000003820	0000000025	46.849598	-96.905479	640	109
0000003820	0000000026	46.849648	-96.905525	646	110
0000003820	0000000027	46.849720	-96.905571	655	111
0000003820	0000000028	46.849770	-96.905594	661	112
0000003820	0000000029	46.850098	-96.905655	697	116
0000003820	0000000030	46.851009	-96.905685	799	127
0000003820	0000000031	46.851151	-96.905647	815	129
0000003820	0000000032	46.851219	-96.905609	823	130
0000003820	0000000033	46.851559	-96.905281	868	135
0000003820	0000000034	46.851768	-96.905067	896	138
0000003820	0000000035	46.851891	-96.904915	914	140
0000003820	0000000036	46.851917	-96.904854	920	140
0000003820	0000000037	46.851940	-96.904808	924	141
0000003820	0000000038	46.851948	-96.904770	927	141
0000003820	0000000039	46.851959	-96.904724	931	142
0000003820	0000000040	46.851978	-96.904686	934	142
0000003820	0000000041	46.851997	-96.904648	938	143
0000003820	0000000042	46.852039	-96.904594	944	143
0000003820	0000000043	46.852100	-96.904564	951	144
0000003820	0000000044	46.852127	-96.904564	954	144
0000003820	0000000045	46.852158	-96.904564	957	145
0000003820	0000000046	46.852188	-96.904564	961	145
0000003820	0000000047	46.852207	-96.904579	963	145
0000003820	0000000048	46.852230	-96.904594	966	146
0000003820	0000000049	46.852249	-96.904617	969	146
0000003820	0000000050	46.852268	-96.904655	972	146
0000003820	0000000051	46.852299	-96.904724	979	147
0000003820	0000000052	46.852367	-96.904930	996	149
0000003820	0000000053	46.851627	-96.905670	1096	160
0000003820	0000000054	46.851589	-96.905754	1103	161
0000003820	0000000055	46.851578	-96.905769	1105	161
0000003820	0000000056	46.851490	-96.905869	1117	162
0000003820	0000000057	46.850967	-96.906418	1189	170
0000003820	0000000058	46.850819	-96.906570	1209	173
0000003820	0000000059	46.850510	-96.906876	1251	177
0000003820	0000000060	46.850399	-96.906998	1266	179
0000003820	0000000061	46.850269	-96.907127	1284	181
0000003820	0000000062	46.850140	-96.907249	1301	183
0000003820	0000000063	46.850010	-96.907356	1317	185
0000003820	0000000064	46.849949	-96.907394	1325	186
0000003820	0000000065	46.849899	-96.907440	1331	186
0000003820	0000000066	46.849831	-96.907478	1339	187
0000003820	0000000067	46.849831	-96.907486	1340	187
0000003820	0000000068	46.849758	-96.907524	1349	188
0000003820	0000000069	46.849678	-96.907578	1358	189
0000003820	0000000070	46.849567	-96.907646	1372	191
0000003820	0000000071	46.849480	-96.907700	1382	192
0000003820	0000000072	46.849388	-96.907745	1393	193
0000003820	0000000073	46.849300	-96.907791	1403	194
0000003820	0000000074	46.849178	-96.907837	1417	196
0000003820	0000000075	46.848988	-96.907921	1440	198
0000003820	0000000076	46.848850	-96.907959	1455	200
0000003820	0000000077	46.848759	-96.907974	1465	201
0000003820	0000000078	46.848530	-96.908020	1491	204
0000003820	0000000079	46.848518	-96.907906	1500	204
0000003820	0000000080	46.848469	-96.907249	1550	206
0000003820	0000000081	46.848438	-96.906776	1586	208
0000003820	0000000082	46.848400	-96.906250	1626	210
0000003820	0000000083	46.848358	-96.905861	1656	211
0000003820	0000000084	46.848320	-96.905510	1683	212
0000003820	0000000085	46.848270	-96.905121	1713	213
0000003820	0000000086	46.848209	-96.904770	1741	214
0000003820	0000000087	46.848118	-96.904327	1776	216
0000003820	0000000088	46.848007	-96.903801	1818	218
0000003820	0000000089	46.847980	-96.903656	1829	218
0000003820	0000000090	46.847958	-96.903595	1835	218
0000003820	0000000091	46.847958	-96.903534	1839	218
0000003820	0000000092	46.847958	-96.903336	1854	219
0000003820	0000000093	46.847828	-96.902794	1898	221
0000003820	0000000094	46.847717	-96.902306	1937	222
0000003820	0000000095	46.847610	-96.901756	1981	224
0000003820	0000000096	46.847469	-96.900894	2048	227
0000003820	0000000097	46.847401	-96.900284	2095	229
0000003820	0000000098	46.847340	-96.899757	2136	231
0000003820	0000000099	46.847309	-96.899330	2168	232
0000003820	0000000100	46.847279	-96.898888	2202	233
0000003820	0000000101	46.847260	-96.898148	2258	236
0000003820	0000000102	46.847260	-96.897659	2296	237
0000003820	0000000103	46.847260	-96.897278	2325	238
0000003820	0000000104	46.847370	-96.891838	2738	256
0000003820	0000000105	46.847420	-96.889481	2918	263
0000003820	0000000106	46.847420	-96.889458	2920	263
0000003820	0000000107	46.847507	-96.884720	3280	278
0000003820	0000000108	46.847507	-96.884285	3313	279
0000003820	0000000109	46.847519	-96.883331	3386	282
0000003820	0000000110	46.847530	-96.883064	3406	283
0000003820	0000000111	46.847538	-96.882370	3459	285
0000003820	0000000112	46.847530	-96.882187	3473	286
0000003820	0000000113	46.847530	-96.880219	3622	292
0000003820	0000000114	46.847538	-96.878098	3784	299
0000003820	0000000115	46.847530	-96.876617	3896	303
0000003820	0000000116	46.847530	-96.874916	4026	309
0000003820	0000000117	46.847519	-96.872604	4201	316
0000003820	0000000118	46.847519	-96.871391	4294	320
0000003820	0000000119	46.847519	-96.871300	4301	320
0000003820	0000000120	46.847519	-96.869980	4401	324
0000003820	0000000121	46.847530	-96.868965	4478	328
0000003820	0000000122	46.847519	-96.863289	4910	345
0000003820	0000000123	46.847507	-96.862335	4982	348
0000003820	0000000124	46.847500	-96.861740	5027	350
0000003820	0000000125	46.847477	-96.859978	5161	356
0000003820	0000000126	46.847439	-96.857010	5387	365
0000003820	0000000127	46.847439	-96.856796	5403	366
0000003820	0000000128	46.847408	-96.855064	5535	371
0000003820	0000000129	46.847401	-96.851540	5803	382
0000003820	0000000130	46.847389	-96.851280	5823	383
0000003820	0000000131	46.847389	-96.851158	5832	384
0000003820	0000000132	46.847389	-96.850929	5850	384
0000003820	0000000133	46.847378	-96.850075	5915	387
0000003820	0000000134	46.847340	-96.848877	6006	391
